lang,,SP, ,HIP, ,HCP, ,OPT, ,NS, ,NT, ,WHM, ,PI, ,TM, ,VtoI, ,ItoC, ,AH, ,QInv,
"134",0,1.2e-322,2099,1.2e-322,819,0.5,-1,0.5,-1,0.004056013,-1,0.932235255,-1,0.5,-1,8.70E-293,4391,4.11E-258,5330,2.47E-94,14833,0.5,-1,6.27E-212,6402,0.5,-1
"134",0,1.2e-322,2170,1.2e-322,803,0.5,-1,0.5,-1,0.0040036,-1,0.945655068,-1,0.5,-1,4.57E-290,4674,2.53E-257,5419,3.08E-94,14774,0.5,-1,7.03E-212,6402,0.5,-1
"134",0,1.2e-322,2162,1.2e-322,829,0.5,-1,0.5,-1,0.00345603,-1,0.951122689,-1,0.5,-1,2.93E-287,4566,6.28E-259,5676,2.27E-94,14508,0.5,-1,5.42E-212,6421,0.5,-1
"134",0,1.2e-322,2193,1.2e-322,788,0.5,-1,0.5,-1,0.003979639,-1,0.925454951,-1,0.5,-1,9.08E-290,4886,1.33E-256,5394,2.55E-94,14495,0.5,-1,7.96E-212,6395,0.5,-1
"134",0,1.2e-322,2304,1.2e-322,737,0.5,-1,0.5,-1,0.00361157,-1,0.946626628,-1,0.5,-1,2.99E-287,4769,4.28E-259,4898,4.63E-94,14166,0.5,-1,7.39E-212,6389,0.5,-1
"134",0,1.2e-322,2390,1.2e-322,781,0.5,-1,0.5,-1,0.003889107,-1,0.935330846,-1,0.5,-1,8.55E-289,4908,1.04E-257,5354,2.98E-94,14325,0.5,-1,5.95E-212,6392,0.5,-1
"134",0,1.2e-322,2172,1.2e-322,758,0.5,-1,0.5,-1,0.003428478,-1,0.940494125,-1,0.5,-1,1.73E-292,4283,1.06E-257,5396,4.74E-94,14373,0.5,-1,7.48E-212,6398,0.5,-1
"134",0,1.2e-322,2292,1.2e-322,772,0.5,-1,0.5,-1,0.00392036,-1,0.947168396,-1,0.5,-1,5.36E-291,4440,1.08E-258,5526,5.38E-94,14439,0.5,-1,8.09E-212,6409,0.5,-1
"134",0,1.2e-322,2469,1.2e-322,761,0.5,-1,0.5,-1,0.003815875,-1,0.939615364,-1,0.5,-1,7.27E-290,4567,1.15E-256,5582,1.07E-94,14507,0.5,-1,6.28E-212,6425,0.5,-1
"134",0,1.2e-322,2183,1.2e-322,811,0.5,-1,0.5,-1,0.003951864,-1,0.930624316,-1,0.5,-1,8.20E-290,4899,1.69E-256,5283,3.24E-94,14663,0.5,-1,5.87E-212,6395,0.5,-1
"134",0,1.2e-322,2110,1.2e-322,727,0.5,-1,0.5,-1,0.003889107,-1,0.952582843,-1,0.5,-1,1.63E-288,4999,5.14E-258,5402,3.28E-94,14585,0.5,-1,6.84E-212,6412,0.5,-1
"134",0,1.2e-322,2322,1.2e-322,796,0.5,-1,0.5,-1,0.004109112,-1,0.947327179,-1,0.5,-1,2.70E-292,4846,3.44E-254,5217,1.84E-94,14181,0.5,-1,6.33E-212,6402,0.5,-1
"134",0,1.2e-322,2220,1.2e-322,816,0.5,-1,0.5,-1,0.003615185,-1,0.939155475,-1,0.5,-1,2.21E-291,4712,7.10E-257,5142,3.43E-94,14424,0.5,-1,6.26E-212,6403,0.5,-1
"134",0,1.2e-322,2374,1.2e-322,774,0.5,-1,0.5,-1,0.003940021,-1,0.938252256,-1,0.5,-1,4.05E-288,5253,2.53E-257,5123,3.68E-94,14519,0.5,-1,6.95E-212,6419,0.5,-1
"134",0,1.2e-322,2196,1.2e-322,756,0.5,-1,0.5,-1,0.003827345,-1,0.940104644,-1,0.5,-1,4.66E-291,4687,3.04E-256,4746,2.29E-94,14644,0.5,-1,8.67E-212,6409,0.5,-1
"134",0,1.2e-322,2466,1.2e-322,741,0.5,-1,0.5,-1,0.003582778,-1,0.929431435,-1,0.5,-1,1.47E-288,4747,2.34E-259,4801,2.91E-94,14587,0.5,-1,6.70E-212,6391,0.5,-1
"134",0,1.2e-322,1949,1.2e-322,748,0.5,-1,0.5,-1,0.003655191,-1,0.939209288,-1,0.5,-1,7.73E-288,5101,1.50E-257,5293,2.19E-94,14359,0.5,-1,6.77E-212,6388,0.5,-1
"134",0,1.2e-322,2166,1.2e-322,818,0.5,-1,0.5,-1,0.003924284,-1,0.940708873,-1,0.5,-1,1.00E-290,4609,1.30E-255,5574,1.94E-94,14668,0.5,-1,4.93E-212,6382,0.5,-1
"134",0,1.2e-322,2168,1.2e-322,781,0.5,-1,0.5,-1,0.003831177,-1,0.920634449,-1,0.5,-1,1.50E-288,4865,4.46E-257,5316,3.38E-94,14516,0.5,-1,7.69E-212,6408,0.5,-1
"134",0,1.2e-322,2539,1.2e-322,850,0.5,-1,0.5,-1,0.003490781,-1,0.949677155,-1,0.5,-1,1.33E-291,4612,2.07E-260,5078,2.98E-94,14471,0.5,-1,7.24E-212,6406,0.5,-1
"134",0,1.2e-322,2321,1.2e-322,763,0.5,-1,0.5,-1,0.003501274,-1,0.94649356,-1,0.5,-1,1.41E-292,4680,1.33E-257,5053,3.11E-94,14366,0.5,-1,6.43E-212,6414,0.5,-1
"134",0,1.2e-322,2332,1.2e-322,756,0.5,-1,0.5,-1,0.00369934,-1,0.941845692,-1,0.5,-1,2.30E-288,4619,3.37E-255,5294,1.94E-94,14729,0.5,-1,6.75E-212,6388,0.5,-1
"134",0,1.2e-322,2178,1.2e-322,746,0.5,-1,0.5,-1,0.00391644,-1,0.935998735,-1,0.5,-1,3.88E-290,5038,8.70E-256,5579,2.27E-94,14502,0.5,-1,6.95E-212,6398,0.5,-1
"134",0,1.2e-322,2156,1.2e-322,809,0.5,-1,0.5,-1,0.003766565,-1,0.942505513,-1,0.5,-1,5.37E-288,4780,7.23E-262,5160,3.76E-94,14820,0.5,-1,6.84E-212,6403,0.5,-1
"134",0,1.2e-322,2265,1.2e-322,778,0.5,-1,0.5,-1,0.003967712,-1,0.94979116,-1,0.5,-1,3.31E-288,4630,3.36E-258,5286,3.26E-94,14366,0.5,-1,6.30E-212,6393,0.5,-1
"134",0,1.2e-322,2316,1.2e-322,791,0.5,-1,0.5,-1,0.003940021,-1,0.943830388,-1,0.5,-1,4.75E-290,4555,1.30E-255,5523,1.01E-94,14468,0.5,-1,6.75E-212,6416,0.5,-1
"134",0,1.2e-322,2264,1.2e-322,841,0.5,-1,0.5,-1,0.003462952,-1,0.938725372,-1,0.5,-1,3.11E-290,4420,1.50E-259,5159,3.83E-94,14475,0.5,-1,6.47E-212,6406,0.5,-1
"134",0,1.2e-322,2248,1.2e-322,772,0.5,-1,0.5,-1,0.003808247,-1,0.943780428,-1,0.5,-1,6.32E-287,4844,1.11E-259,4877,3.07E-94,14385,0.5,-1,4.63E-212,6405,0.5,-1
"134",0,1.2e-322,2308,1.2e-322,864,0.5,-1,0.5,-1,0.0038697,-1,0.935258613,-1,0.5,-1,4.30E-291,4481,3.36E-257,5801,2.60E-94,14311,0.5,-1,6.65E-212,6388,0.5,-1
"134",0,1.2e-322,2472,1.2e-322,809,0.5,-1,0.5,-1,0.003703043,-1,0.950934727,-1,0.5,-1,5.37E-290,4222,3.96E-255,5355,2.32E-94,14547,0.5,-1,5.94E-212,6385,0.5,-1
"134",0,1.2e-322,2331,1.2e-322,801,0.5,-1,0.5,-1,0.003397745,-1,0.939907235,-1,0.5,-1,1.95E-290,4744,2.43E-259,4942,2.48E-94,14516,0.5,-1,6.25E-212,6401,0.5,-1
"134",0,1.2e-322,2008,1.2e-322,751,0.5,-1,0.5,-1,0.003889107,-1,0.934631448,-1,0.5,-1,3.31E-289,4997,2.64E-255,5157,2.78E-94,14382,0.5,-1,5.38E-212,6388,0.5,-1
"134",0,1.2e-322,2370,1.2e-322,795,0.5,-1,0.5,-1,0.003384174,-1,0.945839562,-1,0.5,-1,1.04E-290,4285,2.07E-257,4960,2.73E-94,14449,0.5,-1,7.95E-212,6379,0.5,-1
"134",0,1.2e-322,2350,1.2e-322,767,0.5,-1,0.5,-1,0.004027706,-1,0.954031406,-1,0.5,-1,2.04E-290,4307,4.65E-255,5692,8.91E-95,14199,0.5,-1,5.61E-212,6383,0.5,-1
"134",0,1.2e-322,2114,1.2e-322,837,0.5,-1,0.5,-1,0.003766565,-1,0.926495563,-1,0.5,-1,3.97E-289,4718,4.94E-257,4958,2.29E-94,14356,0.5,-1,8.50E-212,6380,0.5,-1
"134",0,1.2e-322,2039,1.2e-322,754,0.5,-1,0.5,-1,0.003842693,-1,0.942710721,-1,0.5,-1,2.08E-288,4733,8.34E-259,5420,1.93E-94,14434,0.5,-1,5.78E-212,6412,0.5,-1
"134",0,1.2e-322,2345,1.2e-322,801,0.5,-1,0.5,-1,0.003979639,-1,0.953333102,-1,0.5,-1,9.46E-289,4281,1.95E-257,5495,2.35E-94,14564,0.5,-1,7.88E-212,6427,0.5,-1
"134",0,1.2e-322,2176,1.2e-322,738,0.5,-1,0.5,-1,0.003979639,-1,0.927748468,-1,0.5,-1,2.60E-289,5071,8.50E-260,5093,2.36E-94,14374,0.5,-1,6.54E-212,6405,0.5,-1
"134",0,1.2e-322,2379,1.2e-322,745,0.5,-1,0.5,-1,0.003607958,-1,0.928917773,-1,0.5,-1,3.51E-291,4440,1.00E-256,6230,4.47E-94,14382,0.5,-1,6.37E-212,6376,0.5,-1
"134",0,1.2e-322,2299,1.2e-322,781,0.5,-1,0.5,-1,0.003714175,-1,0.940119292,-1,0.5,-1,2.25E-289,4473,4.02E-261,5385,3.97E-94,14403,0.5,-1,7.05E-212,6425,0.5,-1
"134",0,1.2e-322,2080,1.2e-322,750,0.5,-1,0.5,-1,0.004080435,-1,0.951162413,-1,0.5,-1,1.02E-291,5031,1.76E-258,5360,1.56E-94,14696,0.5,-1,7.69E-212,6418,0.5,-1
"134",0,1.2e-322,2157,1.2e-322,816,0.5,-1,0.5,-1,0.003522356,-1,0.930085187,-1,0.5,-1,2.81E-290,4509,1.08E-260,5026,3.86E-94,14434,0.5,-1,6.67E-212,6378,0.5,-1
"134",0,1.2e-322,2391,1.2e-322,838,0.5,-1,0.5,-1,0.003975659,-1,0.945107888,-1,0.5,-1,1.84E-291,4914,5.14E-257,5400,2.71E-94,14317,0.5,-1,6.77E-212,6395,0.5,-1
"134",0,1.2e-322,2300,1.2e-322,829,0.5,-1,0.5,-1,0.003995597,-1,0.936263406,-1,0.5,-1,5.82E-290,4958,8.35E-257,5505,2.01E-94,14496,0.5,-1,6.81E-212,6395,0.5,-1
"134",0,1.2e-322,2297,1.2e-322,777,0.5,-1,0.5,-1,0.003924284,-1,0.931539264,-1,0.5,-1,3.05E-288,4530,3.36E-259,5249,3.00E-94,14585,0.5,-1,5.81E-212,6380,0.5,-1
"134",0,1.2e-322,2397,1.2e-322,845,0.5,-1,0.5,-1,0.003975659,-1,0.937828343,-1,0.5,-1,1.77E-289,4767,1.76E-258,4854,4.03E-94,14434,0.5,-1,5.98E-212,6372,0.5,-1
"134",0,1.2e-322,2232,1.2e-322,772,0.5,-1,0.5,-1,0.003815875,-1,0.942047359,-1,0.5,-1,4.05E-288,4883,4.84E-256,5312,1.90E-94,14431,0.5,-1,8.01E-212,6391,0.5,-1
"134",0,1.2e-322,2152,1.2e-322,757,0.5,-1,0.5,-1,0.003418203,-1,0.938985287,-1,0.5,-1,3.24E-291,4840,8.87E-256,5298,3.27E-94,14654,0.5,-1,6.81E-212,6417,0.5,-1
"134",0,1.2e-322,2205,1.2e-322,790,0.5,-1,0.5,-1,0.003800634,-1,0.934316953,-1,0.5,-1,2.65E-291,4615,4.74E-258,6014,3.25E-94,14510,0.5,-1,5.51E-212,6385,0.5,-1
"134",0,1.2e-322,2286,1.2e-322,801,0.5,-1,0.5,-1,0.003873574,-1,0.952314352,-1,0.5,-1,1.63E-291,4326,7.70E-257,5541,2.45E-94,14631,0.5,-1,5.35E-212,6384,0.5,-1
"134",0,1.2e-322,2187,1.2e-322,804,0.5,-1,0.5,-1,0.003501274,-1,0.9499178,-1,0.5,-1,9.09E-288,4659,2.11E-258,5196,2.65E-94,14256,0.5,-1,7.38E-212,6413,0.5,-1
"134",0,1.2e-322,2290,1.2e-322,810,0.5,-1,0.5,-1,0.004142134,-1,0.948209832,-1,0.5,-1,2.81E-290,4565,7.10E-257,5527,2.43E-94,14410,0.5,-1,5.69E-212,6396,0.5,-1
"134",0,1.2e-322,2212,1.2e-322,784,0.5,-1,0.5,-1,0.004407211,-1,0.944936265,-1,0.5,-1,2.54E-291,4821,1.91E-256,5170,2.94E-94,14554,0.5,-1,7.21E-212,6409,0.5,-1
"134",0,1.2e-322,2166,1.2e-322,779,0.5,-1,0.5,-1,0.003815875,-1,0.940865167,-1,0.5,-1,1.60E-290,4552,6.69E-256,5544,2.25E-94,14381,0.5,-1,6.93E-212,6381,0.5,-1
"134",0,1.2e-322,2248,1.2e-322,763,0.5,-1,0.5,-1,0.003452574,-1,0.933910301,-1,0.5,-1,7.26E-292,4531,2.58E-258,5325,1.59E-94,14403,0.5,-1,5.53E-212,6400,0.5,-1
"134",0,1.2e-322,2097,1.2e-322,755,0.5,-1,0.5,-1,0.004192164,-1,0.94396988,-1,0.5,-1,1.77E-289,4698,3.10E-257,4521,2.58E-94,14459,0.5,-1,6.23E-212,6398,0.5,-1
"134",0,1.2e-322,2420,1.2e-322,675,0.5,-1,0.5,-1,0.003593548,-1,0.950653776,-1,0.5,-1,4.30E-290,4395,2.34E-259,4895,4.42E-94,14669,0.5,-1,6.09E-212,6381,0.5,-1
"134",0,1.2e-322,2183,1.2e-322,860,0.5,-1,0.5,-1,0.003462952,-1,0.935333097,-1,0.5,-1,1.70E-289,4698,3.87E-259,4938,2.47E-94,14245,0.5,-1,5.78E-212,6373,0.5,-1
"134",0,1.2e-322,2283,1.2e-322,706,0.5,-1,0.5,-1,0.003770335,-1,0.939308348,-1,0.5,-1,1.47E-290,4533,8.36E-255,5497,2.45E-94,14285,0.5,-1,7.30E-212,6403,0.5,-1
"134",0,1.2e-322,2187,1.2e-322,743,0.5,-1,0.5,-1,0.003703043,-1,0.943504331,-1,0.5,-1,9.45E-290,4854,3.87E-259,5260,2.91E-94,14534,0.5,-1,6.11E-212,6383,0.5,-1
"134",0,1.2e-322,2016,1.2e-322,752,0.5,-1,0.5,-1,0.003445672,-1,0.947548581,-1,0.5,-1,4.56E-291,4110,7.11E-256,5918,1.20E-94,14350,0.5,-1,5.23E-212,6362,0.5,-1
"134",0,1.2e-322,2128,1.2e-322,738,0.5,-1,0.5,-1,0.003858102,-1,0.950779205,-1,0.5,-1,6.31E-290,4989,2.53E-258,5548,2.61E-94,14707,0.5,-1,6.77E-212,6412,0.5,-1
"134",0,1.2e-322,2134,1.2e-322,774,0.5,-1,0.5,-1,0.003297277,-1,0.954418432,-1,0.5,-1,1.02E-291,4728,1.15E-258,5229,2.07E-94,14502,0.5,-1,5.75E-212,6398,0.5,-1
"134",0,1.2e-322,2253,1.2e-322,780,0.5,-1,0.5,-1,0.00368088,-1,0.955203926,-1,0.5,-1,4.39E-286,4667,2.38E-259,5351,3.04E-94,14547,0.5,-1,7.14E-212,6396,0.5,-1
"134",0,1.2e-322,2206,1.2e-322,789,0.5,-1,0.5,-1,0.003575616,-1,0.936090094,-1,0.5,-1,1.57E-287,4527,2.80E-259,5506,2.56E-94,14434,0.5,-1,5.38E-212,6378,0.5,-1
"134",0,1.2e-322,1997,1.2e-322,825,0.5,-1,0.5,-1,0.003607958,-1,0.941672746,-1,0.5,-1,8.04E-291,4666,3.43E-259,5301,4.33E-94,14656,0.5,-1,6.54E-212,6389,0.5,-1
"140",0,1.2e-322,2163,1.2e-322,842,0.5,-1,0.5,-1,0.003963744,-1,0.938786403,-1,0.5,-1,3.44E-289,4764,1.56E-256,5271,0.943559507,-1,0.5,-1,1.2e-322,1152,0.5,-1
"140",0,1.2e-322,2115,1.2e-322,746,0.5,-1,0.5,-1,0.004167074,-1,0.931832268,-1,0.5,-1,7.57E-289,4876,1.47E-257,5228,0.94839281,-1,0.5,-1,1.2e-322,1155,0.5,-1
"140",0,1.2e-322,2282,1.2e-322,751,0.5,-1,0.5,-1,0.003651536,-1,0.929636655,-1,0.5,-1,3.11E-291,4461,1.95E-255,5361,0.961938641,-1,0.5,-1,1.2e-322,1295,0.5,-1
"140",0,1.2e-322,2249,1.2e-322,819,0.5,-1,0.5,-1,0.004259812,-1,0.934083797,-1,0.5,-1,8.38E-287,5148,2.81E-254,5393,0.944299166,-1,0.5,-1,1.2e-322,1284,0.5,-1
"140",0,1.2e-322,2361,1.2e-322,757,0.5,-1,0.5,-1,0.003508287,-1,0.937135442,-1,0.5,-1,2.21E-290,4898,1.47E-257,5546,0.957353828,-1,0.5,-1,1.2e-322,1245,0.5,-1
"140",0,1.2e-322,2469,1.2e-322,752,0.5,-1,0.5,-1,0.004324223,-1,0.945044678,-1,0.5,-1,3.66E-286,4610,4.03E-257,5255,0.946328597,-1,0.5,-1,1.2e-322,1314,0.5,-1
"140",0,1.2e-322,2293,1.2e-322,768,0.5,-1,0.5,-1,0.003947913,-1,0.93866186,-1,0.5,-1,8.38E-289,4846,7.25E-256,4991,0.952551107,-1,0.5,-1,1.2e-322,1225,0.5,-1
"140",0,1.2e-322,2214,1.2e-322,771,0.5,-1,0.5,-1,0.003744022,-1,0.943272787,-1,0.5,-1,3.81E-290,5327,9.61E-257,5197,0.95648679,-1,0.5,-1,1.2e-322,1332,0.5,-1
"140",0,1.2e-322,2376,1.2e-322,856,0.5,-1,0.5,-1,0.003490781,-1,0.939122973,-1,0.5,-1,3.74E-287,4703,2.20E-257,5510,0.953173591,-1,0.5,-1,1.2e-322,1234,0.5,-1
"140",0,1.2e-322,2216,1.2e-322,771,0.5,-1,0.5,-1,0.004200561,-1,0.938858058,-1,0.5,-1,1.66E-289,4714,2.16E-257,5308,0.95245716,-1,0.5,-1,1.2e-322,1205,0.5,-1
"140",0,1.2e-322,2307,1.2e-322,814,0.5,-1,0.5,-1,0.003640593,-1,0.942029365,-1,0.5,-1,2.04E-289,4773,1.09E-256,5612,0.956781972,-1,0.5,-1,1.2e-322,1388,0.5,-1
"140",0,1.2e-322,2378,1.2e-322,772,0.5,-1,0.5,-1,0.00392036,-1,0.938714834,-1,0.5,-1,3.05E-288,4941,1.47E-253,5312,0.95372414,-1,0.5,-1,1.2e-322,1377,0.5,-1
"140",0,1.2e-322,2054,1.2e-322,773,0.5,-1,0.5,-1,0.00412972,-1,0.941616272,-1,0.5,-1,6.32E-287,4909,8.52E-256,5399,0.959380307,-1,0.5,-1,1.2e-322,1204,0.5,-1
"140",0,1.2e-322,2446,1.2e-322,771,0.5,-1,0.5,-1,0.004225852,-1,0.948581776,-1,0.5,-1,8.38E-288,4942,5.69E-256,5641,0.960466746,-1,0.5,-1,1.2e-322,1229,0.5,-1
"140",0,1.2e-322,2154,1.2e-322,881,0.5,-1,0.5,-1,0.003861964,-1,0.941418553,-1,0.5,-1,2.39E-290,5259,1.73E-254,4859,0.947454236,-1,0.5,-1,1.2e-322,1168,0.5,-1
"140",0,1.2e-322,2323,1.2e-322,816,0.5,-1,0.5,-1,0.003815875,-1,0.948069523,-1,0.5,-1,5.16E-289,4884,2.86E-258,5265,0.951554771,-1,0.5,-1,1.2e-322,1296,0.5,-1
"140",0,1.2e-322,2252,1.2e-322,756,0.5,-1,0.5,-1,0.003819695,-1,0.947810763,-1,0.5,-1,4.76E-288,4641,2.75E-257,5461,0.956943824,-1,0.5,-1,1.2e-322,1144,0.5,-1
"140",0,1.2e-322,2293,1.2e-322,815,0.5,-1,0.5,-1,0.003651536,-1,0.943703663,-1,0.5,-1,3.97E-288,5028,1.20E-256,5211,0.952961489,-1,0.5,-1,1.2e-322,1159,0.5,-1
"140",0,1.2e-322,2428,1.2e-322,830,0.5,-1,0.5,-1,0.003586364,-1,0.949780221,-1,0.5,-1,8.04E-289,4577,5.14E-256,5322,0.956447809,-1,0.5,-1,1.2e-322,1243,0.5,-1
"140",0,1.2e-322,2365,1.2e-322,787,0.5,-1,0.5,-1,0.00357204,-1,0.957341684,-1,0.5,-1,2.93E-288,5306,1.50E-256,5617,0.953003914,-1,0.5,-1,1.2e-322,1332,0.5,-1
"140",0,1.2e-322,2054,1.2e-322,791,0.5,-1,0.5,-1,0.003644237,-1,0.931559761,-1,0.5,-1,5.26E-290,4801,1.99E-258,4574,0.958274566,-1,0.5,-1,1.2e-322,1293,0.5,-1
"140",0,1.2e-322,2430,1.2e-322,812,0.5,-1,0.5,-1,0.004213188,-1,0.937141401,-1,0.5,-1,2.54E-288,4747,1.76E-257,5253,0.950284468,-1,0.5,-1,1.2e-322,1216,0.5,-1
"140",0,1.2e-322,2586,1.2e-322,765,0.5,-1,0.5,-1,0.004192164,-1,0.936803957,-1,0.5,-1,3.31E-285,4252,2.75E-258,5681,0.945471902,-1,0.5,-1,1.2e-322,1230,0.5,-1
"140",0,1.2e-322,2261,1.2e-322,776,0.5,-1,0.5,-1,0.004614784,-1,0.932671332,-1,0.5,-1,2.93E-286,4521,2.81E-256,5211,0.954389405,-1,0.5,-1,1.2e-322,1215,0.5,-1
"140",0,1.2e-322,2425,1.2e-322,738,0.5,-1,0.5,-1,0.004015635,-1,0.944940812,-1,0.5,-1,9.27E-289,4614,1.20E-257,5149,0.948527527,-1,0.5,-1,1.2e-322,1260,0.5,-1
"140",0,1.2e-322,2357,1.2e-322,801,0.5,-1,0.5,-1,0.003575616,-1,0.934117975,-1,0.5,-1,6.57E-289,4913,3.36E-257,5426,0.956530248,-1,0.5,-1,1.2e-322,1346,0.5,-1
"140",0,1.2e-322,2327,1.2e-322,796,0.5,-1,0.5,-1,0.00368088,-1,0.95174171,-1,0.5,-1,2.93E-288,5013,1.25E-257,5335,0.963110438,-1,0.5,-1,1.2e-322,1174,0.5,-1
"140",0,1.2e-322,2256,1.2e-322,775,0.5,-1,0.5,-1,0.004315579,-1,0.942006809,-1,0.5,-1,7.42E-289,4311,3.43E-258,5122,0.941707567,-1,0.5,-1,1.2e-322,1250,0.5,-1
"140",0,1.2e-322,2230,1.2e-322,724,0.5,-1,0.5,-1,0.003796834,-1,0.945224998,-1,0.5,-1,1.00E-288,4403,5.68E-260,5060,0.953785737,-1,0.5,-1,1.2e-322,1284,0.5,-1
"140",0,1.2e-322,2155,1.2e-322,757,0.5,-1,0.5,-1,0.003789244,-1,0.947225086,-1,0.5,-1,2.08E-288,5089,1.41E-255,5439,0.940445784,-1,0.5,-1,1.2e-322,1203,0.5,-1
"140",0,1.2e-322,2176,1.2e-322,814,0.5,-1,0.5,-1,0.003644237,-1,0.949009654,-1,0.5,-1,2.60E-289,4433,3.57E-258,5933,0.952009238,-1,0.5,-1,1.2e-322,1205,0.5,-1
"140",0,1.2e-322,2360,1.2e-322,821,0.5,-1,0.5,-1,0.003644237,-1,0.942863661,-1,0.5,-1,3.05E-288,5082,8.69E-258,5396,0.948197524,-1,0.5,-1,1.2e-322,1287,0.5,-1
"140",0,1.2e-322,2144,1.2e-322,744,0.5,-1,0.5,-1,0.004596352,-1,0.937434961,-1,0.5,-1,1.36E-288,4993,8.35E-257,5050,0.952176999,-1,0.5,-1,1.2e-322,1345,0.5,-1
"140",0,1.2e-322,2263,1.2e-322,756,0.5,-1,0.5,-1,0.003823518,-1,0.943480842,-1,0.5,-1,4.39E-287,4810,1.80E-258,5558,0.950087475,-1,0.5,-1,1.2e-322,1284,0.5,-1
"140",0,1.2e-322,1925,1.2e-322,795,0.5,-1,0.5,-1,0.003729068,-1,0.94414543,-1,0.5,-1,2.44E-287,4989,4.37E-259,5915,0.956537523,-1,0.5,-1,1.2e-322,1198,0.5,-1
"140",0,1.2e-322,2258,1.2e-322,756,0.5,-1,0.5,-1,0.003781669,-1,0.955131096,-1,0.5,-1,4.39E-288,4717,3.36E-256,5004,0.9483282,-1,0.5,-1,1.2e-322,1207,0.5,-1
"140",0,1.2e-322,2180,1.2e-322,726,0.5,-1,0.5,-1,0.003721614,-1,0.946359439,-1,0.5,-1,1.05E-287,4699,8.18E-257,5277,0.95234447,-1,0.5,-1,1.2e-322,1250,0.5,-1
"140",0,1.2e-322,2493,1.2e-322,741,0.5,-1,0.5,-1,0.003854244,-1,0.951231626,-1,0.5,-1,1.51E-286,4950,4.29E-257,5190,0.94626909,-1,0.5,-1,1.2e-322,1446,0.5,-1
"140",0,1.2e-322,2406,1.2e-322,695,0.5,-1,0.5,-1,0.003983622,-1,0.94057444,-1,0.5,-1,9.83E-291,4817,1.13E-255,6014,0.957314285,-1,0.5,-1,1.2e-322,1247,0.5,-1
"140",0,1.2e-322,2216,1.2e-322,807,0.5,-1,0.5,-1,0.003370658,-1,0.936772005,-1,0.5,-1,2.65E-288,4333,4.12E-257,4920,0.952490378,-1,0.5,-1,1.2e-322,1212,0.5,-1
"140",0,1.2e-322,2009,1.2e-322,805,0.5,-1,0.5,-1,0.004096797,-1,0.942606371,-1,0.5,-1,9.64E-290,4594,3.51E-255,5291,0.956181967,-1,0.5,-1,1.2e-322,1238,0.5,-1
"140",0,1.2e-322,2331,1.2e-322,801,0.5,-1,0.5,-1,0.00435026,-1,0.93830798,-1,0.5,-1,3.89E-288,4721,1.62E-257,5216,0.960613124,-1,0.5,-1,1.2e-322,1227,0.5,-1
"140",0,1.2e-322,2133,1.2e-322,759,0.5,-1,0.5,-1,0.003751521,-1,0.932565968,-1,0.5,-1,4.66E-289,4779,2.07E-257,5140,0.948200354,-1,0.5,-1,1.2e-322,1203,0.5,-1
"140",0,1.2e-322,2314,1.2e-322,781,0.5,-1,0.5,-1,0.003991601,-1,0.933694675,-1,0.5,-1,4.21E-289,4677,9.41E-259,4681,0.950288601,-1,0.5,-1,1.2e-322,1183,0.5,-1
"140",0,1.2e-322,2069,1.2e-322,827,0.5,-1,0.5,-1,0.00360435,-1,0.946338241,-1,0.5,-1,4.30E-290,4554,9.80E-259,5243,0.952691017,-1,0.5,-1,1.2e-322,1144,0.5,-1
"140",0,1.2e-322,2343,1.2e-322,785,0.5,-1,0.5,-1,0.003912523,-1,0.934646213,-1,0.5,-1,2.44E-290,4482,2.70E-253,5694,0.956458812,-1,0.5,-1,1.2e-322,1257,0.5,-1
"140",0,1.2e-322,2259,1.2e-322,742,0.5,-1,0.5,-1,0.003212611,-1,0.929575349,-1,0.5,-1,1.73E-287,4601,4.74E-257,5575,0.957703466,-1,0.5,-1,1.2e-322,1249,0.5,-1
"140",0,1.2e-322,2210,1.2e-322,769,0.5,-1,0.5,-1,0.003600746,-1,0.92335994,-1,0.5,-1,4.48E-287,4611,3.95E-256,5225,0.945872417,-1,0.5,-1,1.2e-322,1206,0.5,-1
"140",0,1.2e-322,2253,1.2e-322,740,0.5,-1,0.5,-1,0.004234317,-1,0.937759932,-1,0.5,-1,2.99E-290,4809,8.02E-256,5324,0.952944944,-1,0.5,-1,1.2e-322,1330,0.5,-1
"140",0,1.2e-322,2423,1.2e-322,736,0.5,-1,0.5,-1,0.003740278,-1,0.942857207,-1,0.5,-1,4.05E-289,4632,2.38E-258,5285,0.956273671,-1,0.5,-1,1.2e-322,1187,0.5,-1
"140",0,1.2e-322,2373,1.2e-322,792,0.5,-1,0.5,-1,0.003655191,-1,0.934373975,-1,0.5,-1,4.05E-289,4748,7.25E-256,5066,0.960082485,-1,0.5,-1,1.2e-322,1280,0.5,-1
"140",0,1.2e-322,2334,1.2e-322,784,0.5,-1,0.5,-1,0.003975659,-1,0.936118661,-1,0.5,-1,4.75E-290,4502,5.46E-258,5200,0.964513327,-1,0.5,-1,1.2e-322,1286,0.5,-1
"140",0,1.2e-322,2233,1.2e-322,820,0.5,-1,0.5,-1,0.003421624,-1,0.94620874,-1,0.5,-1,1.00E-291,4769,6.68E-259,5156,0.944402313,-1,0.5,-1,1.2e-322,1269,0.5,-1
